,Country,Gender,Year,mean_age,Continent
0,Australia,Male,1990,26.5,Oceania
1,Australia,Male,1991,26.7,Oceania
2,Australia,Male,1992,26.9,Oceania
3,Australia,Male,1993,27.0,Oceania
4,Australia,Male,1994,27.2,Oceania
5,Australia,Male,1995,27.3,Oceania
6,Australia,Male,1996,27.6,Oceania
7,Australia,Male,1997,27.8,Oceania
8,Australia,Male,1998,27.9,Oceania
9,Australia,Male,1999,28.2,Oceania
10,Australia,Male,2000,28.5,Oceania
11,Australia,Male,2001,28.7,Oceania
12,Australia,Male,2002,29.0,Oceania
13,Australia,Male,2003,29.2,Oceania
14,Australia,Male,2004,29.4,Oceania
15,Australia,Male,2005,29.5,Oceania
16,Australia,Male,2006,29.6,Oceania
17,Australia,Male,2007,29.6,Oceania
18,Australia,Male,2008,29.6,Oceania
19,Australia,Male,2009,29.6,Oceania
20,Australia,Male,2010,29.6,Oceania
21,Australia,Male,2011,29.7,Oceania
22,Australia,Male,2012,29.8,Oceania
23,Australia,Male,2013,29.9,Oceania
24,Australia,Male,2014,30.0,Oceania
25,Australia,Male,2015,30.1,Oceania
26,Australia,Male,2016,30.3,Oceania
27,Australia,Male,2017,30.4,Oceania
28,Australia,Female,1990,24.3,Oceania
29,Australia,Female,1991,24.5,Oceania
30,Australia,Female,1992,24.7,Oceania
31,Australia,Female,1993,24.8,Oceania
32,Australia,Female,1994,25.1,Oceania
33,Australia,Female,1995,25.3,Oceania
34,Australia,Female,1996,25.7,Oceania
35,Australia,Female,1997,25.9,Oceania
36,Australia,Female,1998,26.2,Oceania
37,Australia,Female,1999,26.4,Oceania
38,Australia,Female,2000,26.7,Oceania
39,Australia,Female,2001,26.9,Oceania
40,Australia,Female,2002,27.1,Oceania
41,Australia,Female,2003,27.3,Oceania
42,Australia,Female,2004,27.5,Oceania
43,Australia,Female,2005,27.6,Oceania
44,Australia,Female,2006,27.6,Oceania
45,Australia,Female,2007,27.6,Oceania
46,Australia,Female,2008,27.7,Oceania
47,Australia,Female,2009,27.7,Oceania
48,Australia,Female,2010,27.9,Oceania
49,Australia,Female,2011,28.0,Oceania
50,Australia,Female,2012,28.1,Oceania
51,Australia,Female,2013,28.3,Oceania
52,Australia,Female,2014,28.4,Oceania
53,Australia,Female,2015,28.5,Oceania
54,Australia,Female,2016,28.7,Oceania
55,Australia,Female,2017,28.8,Oceania
56,Austria,Male,1990,27.7,Europe
57,Austria,Male,1991,27.9,Europe
58,Austria,Male,1992,28.0,Europe
59,Austria,Male,1993,28.4,Europe
60,Austria,Male,1994,28.7,Europe
61,Austria,Male,1995,29.0,Europe
62,Austria,Male,1996,29.1,Europe
63,Austria,Male,1997,29.3,Europe
64,Austria,Male,1998,29.6,Europe
65,Austria,Male,1999,29.9,Europe
66,Austria,Male,2000,30.0,Europe
67,Austria,Male,2001,30.2,Europe
68,Austria,Male,2002,30.3,Europe
69,Austria,Male,2003,30.6,Europe
70,Austria,Male,2004,30.9,Europe
71,Austria,Male,2005,31.2,Europe
72,Austria,Male,2006,31.8,Europe
73,Austria,Male,2007,32.0,Europe
74,Austria,Male,2008,32.2,Europe
75,Austria,Male,2009,32.5,Europe
76,Austria,Male,2011,32.9,Europe
77,Austria,Male,2012,33.2,Europe
78,Austria,Male,2017,34.2,Europe
79,Austria,Female,1990,25.2,Europe
80,Austria,Female,1991,25.4,Europe
81,Austria,Female,1992,25.6,Europe
82,Austria,Female,1993,25.8,Europe
83,Austria,Female,1994,26.1,Europe
84,Austria,Female,1995,26.3,Europe
85,Austria,Female,1996,26.5,Europe
86,Austria,Female,1997,26.8,Europe
87,Austria,Female,1998,26.9,Europe
88,Austria,Female,1999,27.3,Europe
89,Austria,Female,2000,27.4,Europe
90,Austria,Female,2001,27.5,Europe
91,Austria,Female,2002,27.7,Europe
92,Austria,Female,2003,27.9,Europe
93,Austria,Female,2004,28.2,Europe
94,Austria,Female,2005,28.6,Europe
95,Austria,Female,2006,29.1,Europe
96,Austria,Female,2007,29.3,Europe
97,Austria,Female,2008,29.5,Europe
98,Austria,Female,2009,29.9,Europe
99,Austria,Female,2011,30.3,Europe
100,Austria,Female,2012,30.6,Europe
101,Austria,Female,2017,31.5,Europe
102,Belgium,Male,1990,26.5,Europe
103,Belgium,Male,1991,26.7,Europe
104,Belgium,Male,1992,27.0,Europe
105,Belgium,Male,1993,27.2,Europe
106,Belgium,Male,1994,27.4,Europe
107,Belgium,Male,1995,27.8,Europe
108,Belgium,Male,1996,28.0,Europe
109,Belgium,Male,1997,28.1,Europe
110,Belgium,Male,1998,28.3,Europe
111,Belgium,Male,1999,28.6,Europe
112,Belgium,Male,2000,29.1,Europe
113,Belgium,Male,2001,29.0,Europe
114,Belgium,Male,2002,29.3,Europe
115,Belgium,Male,2003,29.9,Europe
116,Belgium,Male,2004,30.2,Europe
117,Belgium,Male,2005,30.5,Europe
118,Belgium,Male,2006,30.9,Europe
119,Belgium,Male,2007,31.0,Europe
120,Belgium,Male,2008,31.4,Europe
121,Belgium,Male,2009,31.7,Europe
122,Belgium,Male,2010,31.7,Europe
123,Belgium,Male,2017,33.5,Europe
124,Belgium,Female,1990,24.4,Europe
125,Belgium,Female,1991,24.0,Europe
126,Belgium,Female,1992,24.8,Europe
127,Belgium,Female,1993,25.1,Europe
128,Belgium,Female,1994,25.4,Europe
129,Belgium,Female,1995,25.6,Europe
130,Belgium,Female,1996,25.7,Europe
131,Belgium,Female,1997,25.9,Europe
132,Belgium,Female,1998,26.0,Europe
133,Belgium,Female,1999,26.3,Europe
134,Belgium,Female,2000,26.9,Europe
135,Belgium,Female,2001,26.7,Europe
136,Belgium,Female,2002,27.0,Europe
137,Belgium,Female,2003,27.5,Europe
138,Belgium,Female,2004,27.9,Europe
139,Belgium,Female,2005,28.1,Europe
140,Belgium,Female,2006,28.4,Europe
141,Belgium,Female,2007,28.6,Europe
142,Belgium,Female,2008,28.9,Europe
143,Belgium,Female,2009,29.3,Europe
144,Belgium,Female,2010,29.4,Europe
145,Belgium,Female,2017,31.2,Europe
146,Canada,Male,1990,27.6,North America
147,Canada,Male,1991,27.77,North America
148,Canada,Male,1992,28.0,North America
149,Canada,Male,1993,28.18,North America
150,Canada,Male,1994,28.25,North America
151,Canada,Male,1995,28.41,North America
152,Canada,Male,1996,28.61,North America
153,Canada,Male,1997,28.76,North America
154,Canada,Male,1998,28.92,North America
155,Canada,Male,1999,29.11,North America
156,Canada,Male,2000,29.5,North America
157,Canada,Male,2001,29.7,North America
158,Canada,Male,2002,29.8,North America
159,Canada,Male,2003,30.2,North America
160,Canada,Male,2004,30.5,North America
161,Canada,Male,2005,30.6,North America
162,Canada,Male,2006,30.9,North America
163,Canada,Male,2007,31.0,North America
164,Canada,Male,2008,31.1,North America
165,Canada,Female,1990,25.54,North America
166,Canada,Female,1991,25.76,North America
167,Canada,Female,1992,26.02,North America
168,Canada,Female,1993,26.2,North America
169,Canada,Female,1994,26.26,North America
170,Canada,Female,1995,26.47,North America
171,Canada,Female,1996,26.68,North America
172,Canada,Female,1997,26.85,North America
173,Canada,Female,1998,27.0,North America
174,Canada,Female,1999,27.21,North America
175,Canada,Female,2000,27.5,North America
176,Canada,Female,2001,27.7,North America
177,Canada,Female,2002,27.8,North America
178,Canada,Female,2003,28.2,North America
179,Canada,Female,2004,28.5,North America
180,Canada,Female,2005,28.7,North America
181,Canada,Female,2006,28.9,North America
182,Canada,Female,2007,29.0,North America
183,Canada,Female,2008,29.1,North America
184,Chile,Male,1997,26.9519006244909,South America
185,Chile,Male,1998,27.2665171790235,South America
186,Chile,Male,1999,27.5454281345566,South America
187,Chile,Male,2000,27.6979148301893,South America
188,Chile,Male,2001,28.0242968880013,South America
189,Chile,Male,2002,28.3687528616208,South America
190,Chile,Male,2003,28.6537979252954,South America
191,Chile,Male,2004,28.8799749231516,South America
192,Chile,Male,2005,29.5523369992145,South America
193,Chile,Male,2006,29.3176107683679,South America
194,Chile,Male,2007,29.5261980341913,South America
195,Chile,Male,2008,29.7979336379893,South America
196,Chile,Male,2009,30.3365010617497,South America
197,Chile,Male,2010,31.3,South America
198,Chile,Male,2011,31.5,South America
199,Chile,Male,2012,31.3,South America
200,Chile,Male,2013,30.4,South America
201,Chile,Male,2014,31.1,South America
202,Chile,Male,2015,32.2,South America
203,Chile,Male,2016,32.7,South America
204,Chile,Female,1997,24.8610832966182,South America
205,Chile,Female,1998,25.18025507526,South America
206,Chile,Female,1999,25.4875873234791,South America
207,Chile,Female,2000,25.6370500880946,South America
208,Chile,Female,2001,25.9422935494942,South America
209,Chile,Female,2002,26.3189132382331,South America
210,Chile,Female,2003,26.5750567906752,South America
211,Chile,Female,2004,26.8048418972332,South America
212,Chile,Female,2005,27.3064846284567,South America
213,Chile,Female,2006,27.3892706515416,South America
214,Chile,Female,2007,27.7405938391964,South America
215,Chile,Female,2008,28.0879893905322,South America
216,Chile,Female,2009,29.0049541393924,South America
217,Chile,Female,2010,29.9,South America
218,Chile,Female,2011,30.2,South America
219,Chile,Female,2012,30.0,South America
220,Chile,Female,2013,28.5,South America
221,Chile,Female,2014,29.7,South America
222,Chile,Female,2015,30.9,South America
223,Chile,Female,2016,31.5,South America
224,Czech Republic,Male,1990,24.3,Europe
225,Czech Republic,Male,1991,24.3,Europe
226,Czech Republic,Male,1992,24.5,Europe
227,Czech Republic,Male,1993,24.7,Europe
228,Czech Republic,Male,1994,25.1,Europe
229,Czech Republic,Male,1995,25.5,Europe
230,Czech Republic,Male,1996,25.9,Europe
231,Czech Republic,Male,1997,26.5,Europe
232,Czech Republic,Male,1998,26.8,Europe
233,Czech Republic,Male,1999,27.2,Europe
234,Czech Republic,Male,2000,27.6,Europe
235,Czech Republic,Male,2001,27.9,Europe
236,Czech Republic,Male,2002,28.4,Europe
237,Czech Republic,Male,2003,28.8,Europe
238,Czech Republic,Male,2004,29.1,Europe
239,Czech Republic,Male,2005,29.4,Europe
240,Czech Republic,Male,2006,29.7,Europe
241,Czech Republic,Male,2007,30.0,Europe
242,Czech Republic,Male,2008,30.2,Europe
243,Czech Republic,Male,2009,30.6,Europe
244,Czech Republic,Male,2010,30.8,Europe
245,Czech Republic,Male,2011,31.0,Europe
246,Czech Republic,Male,2012,31.2,Europe
247,Czech Republic,Male,2013,31.3,Europe
248,Czech Republic,Male,2014,31.4,Europe
249,Czech Republic,Male,2015,31.6,Europe
250,Czech Republic,Male,2016,31.7,Europe
251,Czech Republic,Male,2017,31.8,Europe
252,Czech Republic,Female,1990,21.6,Europe
253,Czech Republic,Female,1991,21.6,Europe
254,Czech Republic,Female,1992,21.9,Europe
255,Czech Republic,Female,1993,22.1,Europe
256,Czech Republic,Female,1994,22.4,Europe
257,Czech Republic,Female,1995,22.8,Europe
258,Czech Republic,Female,1996,23.1,Europe
259,Czech Republic,Female,1997,23.6,Europe
260,Czech Republic,Female,1998,23.8,Europe
261,Czech Republic,Female,1999,24.2,Europe
262,Czech Republic,Female,2000,24.6,Europe
263,Czech Republic,Female,2001,25.0,Europe
264,Czech Republic,Female,2002,25.4,Europe
265,Czech Republic,Female,2003,25.8,Europe
266,Czech Republic,Female,2004,26.1,Europe
267,Czech Republic,Female,2005,26.4,Europe
268,Czech Republic,Female,2006,26.8,Europe
269,Czech Republic,Female,2007,27.0,Europe
270,Czech Republic,Female,2008,27.2,Europe
271,Czech Republic,Female,2009,27.6,Europe
272,Czech Republic,Female,2010,27.9,Europe
273,Czech Republic,Female,2011,28.1,Europe
274,Czech Republic,Female,2012,28.3,Europe
275,Czech Republic,Female,2013,28.5,Europe
276,Czech Republic,Female,2014,28.7,Europe
277,Czech Republic,Female,2015,28.8,Europe
278,Czech Republic,Female,2016,29.0,Europe
279,Czech Republic,Female,2017,29.1,Europe
280,Denmark,Male,1990,30.5,Europe
281,Denmark,Male,1991,30.6,Europe
282,Denmark,Male,1992,31.0,Europe
283,Denmark,Male,1993,31.4,Europe
284,Denmark,Male,1994,31.8,Europe
285,Denmark,Male,1995,31.9,Europe
286,Denmark,Male,1996,32.5,Europe
287,Denmark,Male,1997,32.2,Europe
288,Denmark,Male,1998,32.4,Europe
289,Denmark,Male,1999,32.5,Europe
290,Denmark,Male,2000,32.5,Europe
291,Denmark,Male,2001,32.6,Europe
292,Denmark,Male,2002,32.7,Europe
293,Denmark,Male,2003,33.2,Europe
294,Denmark,Male,2004,33.4,Europe
295,Denmark,Male,2005,33.4,Europe
296,Denmark,Male,2006,33.4,Europe
297,Denmark,Male,2007,33.6,Europe
298,Denmark,Male,2008,33.8,Europe
299,Denmark,Male,2009,33.5,Europe
300,Denmark,Male,2010,33.6,Europe
301,Denmark,Male,2011,33.8,Europe
302,Denmark,Male,2012,34.3,Europe
303,Denmark,Male,2013,34.4,Europe
304,Denmark,Male,2014,34.4,Europe
305,Denmark,Male,2015,34.3,Europe
306,Denmark,Male,2016,34.7,Europe
307,Denmark,Male,2017,34.8,Europe
308,Denmark,Female,1990,27.8,Europe
309,Denmark,Female,1991,28.0,Europe
310,Denmark,Female,1992,28.3,Europe
311,Denmark,Female,1993,28.8,Europe
312,Denmark,Female,1994,29.2,Europe
313,Denmark,Female,1995,29.2,Europe
314,Denmark,Female,1996,29.9,Europe
315,Denmark,Female,1997,30.1,Europe
316,Denmark,Female,1998,29.8,Europe
317,Denmark,Female,1999,30.0,Europe
318,Denmark,Female,2000,29.9,Europe
319,Denmark,Female,2001,29.9,Europe
320,Denmark,Female,2002,30.1,Europe
321,Denmark,Female,2003,30.6,Europe
322,Denmark,Female,2004,30.9,Europe
323,Denmark,Female,2005,30.9,Europe
324,Denmark,Female,2006,30.9,Europe
325,Denmark,Female,2007,31.3,Europe
326,Denmark,Female,2008,31.4,Europe
327,Denmark,Female,2009,31.1,Europe
328,Denmark,Female,2010,31.2,Europe
329,Denmark,Female,2011,31.4,Europe
330,Denmark,Female,2012,31.8,Europe
331,Denmark,Female,2013,31.9,Europe
332,Denmark,Female,2014,31.9,Europe
333,Denmark,Female,2015,31.9,Europe
334,Denmark,Female,2016,32.2,Europe
335,Denmark,Female,2017,32.4,Europe
336,Estonia,Male,1992,25.2,Europe
337,Estonia,Male,1993,26.0,Europe
338,Estonia,Male,1994,26.5,Europe
339,Estonia,Male,1995,26.5,Europe
340,Estonia,Male,1996,26.9,Europe
341,Estonia,Male,1997,27.2,Europe
342,Estonia,Male,1998,27.4,Europe
343,Estonia,Male,1999,27.7,Europe
344,Estonia,Male,2000,28.1,Europe
345,Estonia,Male,2001,28.2,Europe
346,Estonia,Male,2002,28.5,Europe
347,Estonia,Male,2003,28.5,Europe
348,Estonia,Male,2004,29.0,Europe
349,Estonia,Male,2005,29.1,Europe
350,Estonia,Male,2006,29.3,Europe
351,Estonia,Male,2007,29.6,Europe
352,Estonia,Male,2008,29.9,Europe
353,Estonia,Male,2009,30.2,Europe
354,Estonia,Male,2010,30.5,Europe
355,Estonia,Male,2011,31.1,Europe
356,Estonia,Male,2012,31.3,Europe
357,Estonia,Male,2013,31.3,Europe
358,Estonia,Male,2014,31.6,Europe
359,Estonia,Male,2015,31.9,Europe
360,Estonia,Male,2016,32.2,Europe
361,Estonia,Female,1992,23.0,Europe
362,Estonia,Female,1993,23.6,Europe
363,Estonia,Female,1994,24.1,Europe
364,Estonia,Female,1995,24.2,Europe
365,Estonia,Female,1996,24.2,Europe
366,Estonia,Female,1997,24.4,Europe
367,Estonia,Female,1998,24.8,Europe
368,Estonia,Female,1999,25.0,Europe
369,Estonia,Female,2000,25.2,Europe
370,Estonia,Female,2001,25.5,Europe
371,Estonia,Female,2002,25.8,Europe
372,Estonia,Female,2003,25.9,Europe
373,Estonia,Female,2004,26.2,Europe
374,Estonia,Female,2005,26.4,Europe
375,Estonia,Female,2006,26.6,Europe
376,Estonia,Female,2007,27.1,Europe
377,Estonia,Female,2008,27.4,Europe
378,Estonia,Female,2009,27.8,Europe
379,Estonia,Female,2010,28.0,Europe
380,Estonia,Female,2011,28.4,Europe
381,Estonia,Female,2012,28.9,Europe
382,Estonia,Female,2013,28.8,Europe
383,Estonia,Female,2014,29.0,Europe
384,Estonia,Female,2015,29.3,Europe
385,Estonia,Female,2016,29.7,Europe
386,Finland,Male,1990,28.4,Europe
387,Finland,Male,1991,28.5,Europe
388,Finland,Male,1992,28.6,Europe
389,Finland,Male,1993,28.9,Europe
390,Finland,Male,1994,29.0,Europe
391,Finland,Male,1995,29.3,Europe
392,Finland,Male,1997,29.7,Europe
393,Finland,Male,1998,29.9,Europe
394,Finland,Male,1999,30.2,Europe
395,Finland,Male,2000,30.5,Europe
396,Finland,Male,2001,30.6,Europe
397,Finland,Male,2002,31.0,Europe
398,Finland,Male,2003,31.2,Europe
399,Finland,Male,2004,31.8,Europe
400,Finland,Male,2005,31.5,Europe
401,Finland,Male,2006,31.8,Europe
402,Finland,Male,2007,32.0,Europe
403,Finland,Male,2008,32.3,Europe
404,Finland,Male,2009,32.3,Europe
405,Finland,Male,2010,32.5,Europe
406,Finland,Male,2011,32.7,Europe
407,Finland,Male,2012,33.0,Europe
408,Finland,Male,2013,32.7,Europe
409,Finland,Male,2014,32.9,Europe
410,Finland,Male,2015,33.4,Europe
411,Finland,Male,2016,33.7,Europe
412,Finland,Male,2017,33.9,Europe
413,Finland,Female,1990,26.3,Europe
414,Finland,Female,1991,26.3,Europe
415,Finland,Female,1992,26.6,Europe
416,Finland,Female,1993,26.8,Europe
417,Finland,Female,1994,26.9,Europe
418,Finland,Female,1995,27.2,Europe
419,Finland,Female,1997,27.6,Europe
420,Finland,Female,1998,27.8,Europe
421,Finland,Female,1999,28.0,Europe
422,Finland,Female,2000,28.3,Europe
423,Finland,Female,2001,28.4,Europe
424,Finland,Female,2002,28.8,Europe
425,Finland,Female,2003,29.0,Europe
426,Finland,Female,2004,29.5,Europe
427,Finland,Female,2005,29.4,Europe
428,Finland,Female,2006,29.5,Europe
429,Finland,Female,2007,29.7,Europe
430,Finland,Female,2008,30.0,Europe
431,Finland,Female,2009,30.0,Europe
432,Finland,Female,2010,30.2,Europe
433,Finland,Female,2011,30.4,Europe
434,Finland,Female,2012,30.7,Europe
435,Finland,Female,2013,30.4,Europe
436,Finland,Female,2014,30.6,Europe
437,Finland,Female,2015,31.0,Europe
438,Finland,Female,2016,31.3,Europe
439,Finland,Female,2017,31.6,Europe
440,France,Male,1998,30.3,Europe
441,France,Male,1999,30.4,Europe
442,France,Male,2000,30.7,Europe
443,France,Male,2001,30.7,Europe
444,France,Male,2002,30.9,Europe
445,France,Male,2003,31.2,Europe
446,France,Male,2004,31.5,Europe
447,France,Male,2005,31.8,Europe
448,France,Male,2006,32.0,Europe
449,France,Male,2007,32.2,Europe
450,France,Male,2008,32.4,Europe
451,France,Male,2009,32.6,Europe
452,France,Male,2010,32.8,Europe
453,France,Male,2011,33.0,Europe
454,France,Male,2013,34.1,Europe
455,France,Male,2014,34.4,Europe
456,France,Male,2015,34.4,Europe
457,France,Female,1998,28.1,Europe
458,France,Female,1999,28.2,Europe
459,France,Female,2000,28.4,Europe
460,France,Female,2001,28.5,Europe
461,France,Female,2002,28.7,Europe
462,France,Female,2003,28.9,Europe
463,France,Female,2004,29.2,Europe
464,France,Female,2005,29.6,Europe
