,Country,Gender,Year,mean_age,Continent
1443,Spain,Female,1998,27.8,Europe
1444,Spain,Female,1999,28.0,Europe
1445,Spain,Female,2000,28.1,Europe
1446,Spain,Female,2002,28.6,Europe
1447,Spain,Female,2003,28.9,Europe
1448,Spain,Female,2004,29.2,Europe
1449,Spain,Female,2005,29.4,Europe
1450,Spain,Female,2006,29.6,Europe
1451,Spain,Female,2007,29.8,Europe
1452,Spain,Female,2008,30.1,Europe
1453,Spain,Female,2009,30.5,Europe
1454,Spain,Female,2010,30.9,Europe
1455,Spain,Female,2011,31.3,Europe
1456,Spain,Female,2012,31.6,Europe
1457,Spain,Female,2013,32.2,Europe
1458,Spain,Female,2014,32.3,Europe
1459,Spain,Female,2015,32.7,Europe
1460,Spain,Female,2016,33.0,Europe
1461,Spain,Female,2017,33.2,Europe
1462,Sweden,Male,1990,30.3,Europe
1463,Sweden,Male,1991,30.6,Europe
1464,Sweden,Male,1992,30.9,Europe
1465,Sweden,Male,1993,31.1,Europe
1466,Sweden,Male,1994,31.3,Europe
1467,Sweden,Male,1996,31.8,Europe
1468,Sweden,Male,1997,32.2,Europe
1469,Sweden,Male,1998,32.4,Europe
1470,Sweden,Male,1999,32.9,Europe
1471,Sweden,Male,2000,33.0,Europe
1472,Sweden,Male,2001,33.0,Europe
1473,Sweden,Male,2002,33.3,Europe
1474,Sweden,Male,2003,33.8,Europe
1475,Sweden,Male,2004,34.1,Europe
1476,Sweden,Male,2005,34.6,Europe
1477,Sweden,Male,2006,34.4,Europe
1478,Sweden,Male,2008,35.2,Europe
1479,Sweden,Male,2009,35.2,Europe
1480,Sweden,Male,2010,35.6,Europe
1481,Sweden,Male,2011,35.5,Europe
1482,Sweden,Male,2012,35.9,Europe
1483,Sweden,Male,2013,35.7,Europe
1484,Sweden,Male,2014,35.8,Europe
1485,Sweden,Male,2015,36.2,Europe
1486,Sweden,Male,2016,36.5,Europe
1487,Sweden,Male,2017,36.6,Europe
1488,Sweden,Female,1990,27.7,Europe
1489,Sweden,Female,1991,27.9,Europe
1490,Sweden,Female,1992,28.2,Europe
1491,Sweden,Female,1993,28.3,Europe
1492,Sweden,Female,1994,28.7,Europe
1493,Sweden,Female,1996,29.2,Europe
1494,Sweden,Female,1997,29.5,Europe
1495,Sweden,Female,1998,29.7,Europe
1496,Sweden,Female,1999,30.2,Europe
1497,Sweden,Female,2000,30.4,Europe
1498,Sweden,Female,2001,30.3,Europe
1499,Sweden,Female,2002,30.6,Europe
1500,Sweden,Female,2003,31.0,Europe
1501,Sweden,Female,2004,31.3,Europe
1502,Sweden,Female,2005,31.7,Europe
1503,Sweden,Female,2006,31.5,Europe
1504,Sweden,Female,2008,32.3,Europe
1505,Sweden,Female,2009,32.3,Europe
1506,Sweden,Female,2010,32.7,Europe
1507,Sweden,Female,2011,33.0,Europe
1508,Sweden,Female,2012,33.3,Europe
1509,Sweden,Female,2013,33.0,Europe
1510,Sweden,Female,2014,33.3,Europe
1511,Sweden,Female,2015,33.6,Europe
1512,Sweden,Female,2016,33.8,Europe
1513,Sweden,Female,2017,33.8,Europe
1514,Switzerland,Male,1990,29.4,Europe
1515,Switzerland,Male,1991,29.5,Europe
1516,Switzerland,Male,1992,29.5,Europe
1517,Switzerland,Male,1994,29.9,Europe
1518,Switzerland,Male,1995,30.1,Europe
1519,Switzerland,Male,1998,30.4,Europe
1520,Switzerland,Male,2000,30.8,Europe
1521,Switzerland,Male,2001,31.1,Europe
1522,Switzerland,Male,2003,31.2,Europe
1523,Switzerland,Male,2004,31.4,Europe
1524,Switzerland,Male,2005,31.5,Europe
1525,Switzerland,Male,2006,31.6,Europe
1526,Switzerland,Male,2007,31.7,Europe
1527,Switzerland,Male,2008,32.1,Europe
1528,Switzerland,Male,2009,32.1,Europe
1529,Switzerland,Male,2010,32.2,Europe
1530,Switzerland,Male,2011,32.4,Europe
1531,Switzerland,Male,2012,32.4,Europe
1532,Switzerland,Male,2013,32.5,Europe
1533,Switzerland,Male,2014,32.5,Europe
1534,Switzerland,Male,2015,32.6,Europe
1535,Switzerland,Male,2016,32.7,Europe
1536,Switzerland,Male,2017,32.8,Europe
1537,Switzerland,Female,1990,27.0,Europe
1538,Switzerland,Female,1991,27.1,Europe
1539,Switzerland,Female,1992,27.1,Europe
1540,Switzerland,Female,1993,27.2,Europe
1541,Switzerland,Female,1994,27.4,Europe
1542,Switzerland,Female,1995,27.5,Europe
1543,Switzerland,Female,1997,27.8,Europe
1544,Switzerland,Female,1998,27.9,Europe
1545,Switzerland,Female,1999,28.0,Europe
1546,Switzerland,Female,2000,28.2,Europe
1547,Switzerland,Female,2001,28.4,Europe
1548,Switzerland,Female,2003,28.7,Europe
1549,Switzerland,Female,2004,29.0,Europe
1550,Switzerland,Female,2005,29.1,Europe
1551,Switzerland,Female,2006,29.1,Europe
1552,Switzerland,Female,2007,29.3,Europe
1553,Switzerland,Female,2008,29.6,Europe
1554,Switzerland,Female,2009,29.6,Europe
1555,Switzerland,Female,2010,29.8,Europe
1556,Switzerland,Female,2011,29.9,Europe
1557,Switzerland,Female,2012,29.9,Europe
1558,Switzerland,Female,2013,30.1,Europe
1559,Switzerland,Female,2014,30.1,Europe
1560,Switzerland,Female,2015,30.2,Europe
1561,Switzerland,Female,2016,30.4,Europe
1562,Switzerland,Female,2017,30.4,Europe
1563,Turkey,Male,2003,27.5,Asia
1564,Turkey,Male,2006,26.9,Asia
1565,Turkey,Male,2007,26.8,Asia
1566,Turkey,Male,2008,26.9,Asia
1567,Turkey,Male,2009,27.0,Asia
1568,Turkey,Male,2010,27.1,Asia
1569,Turkey,Male,2011,27.2,Asia
1570,Turkey,Male,2013,27.3,Asia
1571,Turkey,Male,2014,27.4,Asia
1572,Turkey,Male,2015,27.5,Asia
1573,Turkey,Male,2016,27.7,Asia
1574,Turkey,Male,2017,27.8,Asia
1575,Turkey,Female,2003,24.1,Asia
1576,Turkey,Female,2006,23.5,Asia
1577,Turkey,Female,2007,23.5,Asia
1578,Turkey,Female,2008,23.6,Asia
1579,Turkey,Female,2009,23.7,Asia
1580,Turkey,Female,2010,23.8,Asia
1581,Turkey,Female,2011,23.9,Asia
1582,Turkey,Female,2013,24.2,Asia
1583,Turkey,Female,2014,24.3,Asia
1584,Turkey,Female,2015,24.5,Asia
1585,Turkey,Female,2016,24.7,Asia
1586,Turkey,Female,2017,24.8,Asia
1587,United Kingdom,Male,1990,27.2,Europe
1588,United Kingdom,Male,1991,27.51,Europe
1589,United Kingdom,Male,1992,27.86,Europe
1590,United Kingdom,Male,1993,28.18,Europe
1591,United Kingdom,Male,1994,28.5,Europe
1592,United Kingdom,Male,1995,28.86,Europe
1593,United Kingdom,Male,1996,29.25,Europe
1594,United Kingdom,Male,1997,29.57,Europe
1595,United Kingdom,Male,1998,29.84,Europe
1596,United Kingdom,Male,1999,30.1,Europe
1597,United Kingdom,Male,2000,30.5,Europe
1598,United Kingdom,Male,2001,30.6,Europe
1599,United Kingdom,Male,2002,30.9,Europe
1600,United Kingdom,Male,2003,31.2,Europe
1601,United Kingdom,Male,2004,31.4,Europe
1602,United Kingdom,Male,2005,31.7,Europe
1603,United Kingdom,Male,2006,31.8,Europe
1604,United Kingdom,Male,2007,32.0,Europe
1605,United Kingdom,Male,2008,32.1,Europe
1606,United Kingdom,Male,2009,32.1,Europe
1607,United Kingdom,Male,2010,32.1,Europe
1608,United Kingdom,Male,2011,32.2,Europe
1609,United Kingdom,Male,2012,32.4,Europe
1610,United Kingdom,Male,2013,32.5,Europe
1611,United Kingdom,Male,2014,32.7,Europe
1612,United Kingdom,Male,2015,33.2,Europe
1613,United Kingdom,Female,1990,25.15,Europe
1614,United Kingdom,Female,1991,25.5,Europe
1615,United Kingdom,Female,1992,25.86,Europe
1616,United Kingdom,Female,1993,26.17,Europe
1617,United Kingdom,Female,1994,26.51,Europe
1618,United Kingdom,Female,1995,26.83,Europe
1619,United Kingdom,Female,1996,27.2,Europe
1620,United Kingdom,Female,1997,27.47,Europe
1621,United Kingdom,Female,1998,27.7,Europe
1622,United Kingdom,Female,1999,28.0,Europe
1623,United Kingdom,Female,2000,28.2,Europe
1624,United Kingdom,Female,2001,28.4,Europe
1625,United Kingdom,Female,2002,28.7,Europe
1626,United Kingdom,Female,2003,28.9,Europe
1627,United Kingdom,Female,2004,29.1,Europe
1628,United Kingdom,Female,2005,29.5,Europe
1629,United Kingdom,Female,2006,29.7,Europe
1630,United Kingdom,Female,2007,29.8,Europe
1631,United Kingdom,Female,2008,29.9,Europe
1632,United Kingdom,Female,2009,29.9,Europe
1633,United Kingdom,Female,2010,30.0,Europe
1634,United Kingdom,Female,2011,30.2,Europe
1635,United Kingdom,Female,2012,30.3,Europe
1636,United Kingdom,Female,2013,30.6,Europe
1637,United Kingdom,Female,2014,30.8,Europe
1638,United Kingdom,Female,2015,31.2,Europe
1639,United States,Male,1990,26.1,North America
1640,United States,Male,1991,26.3,North America
1641,United States,Male,1992,26.5,North America
1642,United States,Male,1993,26.5,North America
1643,United States,Male,1994,26.7,North America
1644,United States,Male,1995,26.9,North America
1645,United States,Male,1996,27.1,North America
1646,United States,Male,1997,26.8,North America
1647,United States,Male,1998,26.7,North America
1648,United States,Male,1999,26.9,North America
1649,United States,Male,2000,26.8,North America
1650,United States,Male,2001,26.9,North America
1651,United States,Male,2002,26.9,North America
1652,United States,Male,2003,27.1,North America
1653,United States,Male,2004,27.4,North America
1654,United States,Male,2005,27.1,North America
1655,United States,Male,2006,27.5,North America
1656,United States,Male,2007,27.5,North America
1657,United States,Male,2008,27.6,North America
1658,United States,Male,2009,28.1,North America
1659,United States,Male,2010,28.2,North America
1660,United States,Male,2011,28.4,North America
1661,United States,Male,2012,28.6,North America
1662,United States,Male,2013,29.0,North America
1663,United States,Male,2014,29.3,North America
1664,United States,Male,2015,29.2,North America
1665,United States,Male,2016,29.5,North America
1666,United States,Male,2017,29.5,North America
1667,United States,Female,1990,23.9,North America
1668,United States,Female,1991,24.1,North America
1669,United States,Female,1992,24.4,North America
1670,United States,Female,1993,24.5,North America
1671,United States,Female,1994,24.5,North America
1672,United States,Female,1995,24.5,North America
1673,United States,Female,1996,24.8,North America
1674,United States,Female,1997,25.0,North America
1675,United States,Female,1998,25.0,North America
1676,United States,Female,1999,25.1,North America
1677,United States,Female,2000,25.1,North America
1678,United States,Female,2001,25.1,North America
1679,United States,Female,2002,25.3,North America
1680,United States,Female,2003,25.3,North America
1681,United States,Female,2004,25.3,North America
1682,United States,Female,2005,25.3,North America
1683,United States,Female,2006,25.5,North America
1684,United States,Female,2007,25.6,North America
1685,United States,Female,2008,25.9,North America
1686,United States,Female,2009,25.9,North America
1687,United States,Female,2010,26.1,North America
1688,United States,Female,2011,26.4,North America
1689,United States,Female,2012,26.6,North America
1690,United States,Female,2013,26.6,North America
1691,United States,Female,2014,27.0,North America
1692,United States,Female,2015,27.1,North America
1693,United States,Female,2016,27.4,North America
1694,United States,Female,2017,27.4,North America
1695,Bulgaria,Male,1990,24.6,Europe
1696,Bulgaria,Male,1991,24.6,Europe
1697,Bulgaria,Male,1992,24.9,Europe
1698,Bulgaria,Male,1993,25.2,Europe
1699,Bulgaria,Male,1994,25.7,Europe
1700,Bulgaria,Male,1995,26.2,Europe
1701,Bulgaria,Male,1996,26.4,Europe
1702,Bulgaria,Male,1997,26.8,Europe
1703,Bulgaria,Male,1998,26.9,Europe
1704,Bulgaria,Male,1999,27.3,Europe
1705,Bulgaria,Male,2000,28.5,Europe
1706,Bulgaria,Male,2001,28.4,Europe
1707,Bulgaria,Male,2002,28.2,Europe
1708,Bulgaria,Male,2003,28.5,Europe
1709,Bulgaria,Male,2004,28.8,Europe
1710,Bulgaria,Male,2005,29.1,Europe
1711,Bulgaria,Male,2006,29.2,Europe
1712,Bulgaria,Male,2007,29.1,Europe
1713,Bulgaria,Male,2008,29.2,Europe
1714,Bulgaria,Male,2009,29.4,Europe
1715,Bulgaria,Male,2010,29.8,Europe
1716,Bulgaria,Male,2011,29.9,Europe
1717,Bulgaria,Male,2013,30.0,Europe
1718,Bulgaria,Male,2014,30.3,Europe
1719,Bulgaria,Male,2015,30.4,Europe
1720,Bulgaria,Male,2016,30.5,Europe
1721,Bulgaria,Male,2017,30.6,Europe
1722,Bulgaria,Female,1990,21.5,Europe
1723,Bulgaria,Female,1991,21.5,Europe
1724,Bulgaria,Female,1992,21.7,Europe
1725,Bulgaria,Female,1993,22.0,Europe
1726,Bulgaria,Female,1994,22.4,Europe
1727,Bulgaria,Female,1995,22.7,Europe
1728,Bulgaria,Female,1996,23.0,Europe
1729,Bulgaria,Female,1997,23.3,Europe
1730,Bulgaria,Female,1998,23.4,Europe
1731,Bulgaria,Female,1999,23.7,Europe
1732,Bulgaria,Female,2000,24.7,Europe
1733,Bulgaria,Female,2001,24.7,Europe
1734,Bulgaria,Female,2002,24.6,Europe
1735,Bulgaria,Female,2003,25.0,Europe
1736,Bulgaria,Female,2004,25.3,Europe
1737,Bulgaria,Female,2005,25.6,Europe
1738,Bulgaria,Female,2006,25.7,Europe
1739,Bulgaria,Female,2007,25.8,Europe
1740,Bulgaria,Female,2008,25.9,Europe
1741,Bulgaria,Female,2009,26.2,Europe
1742,Bulgaria,Female,2010,26.6,Europe
1743,Bulgaria,Female,2011,26.6,Europe
1744,Bulgaria,Female,2013,26.7,Europe
1745,Bulgaria,Female,2014,26.9,Europe
1746,Bulgaria,Female,2015,27.0,Europe
1747,Bulgaria,Female,2016,27.1,Europe
1748,Bulgaria,Female,2017,27.3,Europe
1749,Croatia,Male,2001,28.5,Europe
1750,Croatia,Male,2002,28.8,Europe
1751,Croatia,Male,2003,29.0,Europe
1752,Croatia,Male,2004,29.1,Europe
1753,Croatia,Male,2005,29.4,Europe
1754,Croatia,Male,2006,29.5,Europe
1755,Croatia,Male,2007,29.7,Europe
1756,Croatia,Male,2008,29.7,Europe
1757,Croatia,Male,2009,29.8,Europe
1758,Croatia,Male,2010,30.0,Europe
1759,Croatia,Male,2011,30.2,Europe
1760,Croatia,Male,2012,30.3,Europe
1761,Croatia,Male,2013,30.5,Europe
1762,Croatia,Male,2014,30.6,Europe
1763,Croatia,Male,2015,30.7,Europe
1764,Croatia,Male,2016,30.8,Europe
1765,Croatia,Male,2017,31.0,Europe
1766,Croatia,Female,2001,25.4,Europe
1767,Croatia,Female,2002,25.6,Europe
1768,Croatia,Female,2003,25.8,Europe
1769,Croatia,Female,2004,26.0,Europe
1770,Croatia,Female,2005,26.2,Europe
1771,Croatia,Female,2006,26.3,Europe
1772,Croatia,Female,2007,26.6,Europe
1773,Croatia,Female,2008,26.6,Europe
1774,Croatia,Female,2009,26.9,Europe
1775,Croatia,Female,2010,27.1,Europe
1776,Croatia,Female,2011,27.3,Europe
1777,Croatia,Female,2012,27.3,Europe
1778,Croatia,Female,2013,27.6,Europe
1779,Croatia,Female,2014,27.8,Europe
1780,Croatia,Female,2015,27.9,Europe
1781,Croatia,Female,2016,28.0,Europe
1782,Croatia,Female,2017,28.2,Europe
1783,Cyprus,Male,1990,27.9,Asia
1784,Cyprus,Male,1991,27.5,Asia
1785,Cyprus,Male,1992,27.9,Asia
1786,Cyprus,Male,1993,27.9,Asia
1787,Cyprus,Male,1994,28.4,Asia
1788,Cyprus,Male,1995,28.2,Asia
1789,Cyprus,Male,1996,28.6,Asia
1790,Cyprus,Male,1997,28.7,Asia
1791,Cyprus,Male,1998,28.9,Asia
1792,Cyprus,Male,1999,29.0,Asia
1793,Cyprus,Male,2000,29.3,Asia
1794,Cyprus,Male,2001,29.7,Asia
1795,Cyprus,Male,2002,30.1,Asia
1796,Cyprus,Male,2003,30.5,Asia
1797,Cyprus,Male,2004,30.1,Asia
1798,Cyprus,Male,2005,29.9,Asia
1799,Cyprus,Male,2006,30.4,Asia
1800,Cyprus,Female,1990,24.9,Asia
1801,Cyprus,Female,1991,24.6,Asia
1802,Cyprus,Female,1992,25.4,Asia
1803,Cyprus,Female,1993,25.2,Asia
1804,Cyprus,Female,1994,25.8,Asia
1805,Cyprus,Female,1995,25.7,Asia
1806,Cyprus,Female,1996,26.0,Asia
1807,Cyprus,Female,1997,26.2,Asia
1808,Cyprus,Female,1998,26.4,Asia
1809,Cyprus,Female,1999,26.4,Asia
1810,Cyprus,Female,2000,26.9,Asia
1811,Cyprus,Female,2001,27.2,Asia
1812,Cyprus,Female,2002,27.3,Asia
1813,Cyprus,Female,2003,27.8,Asia
1814,Cyprus,Female,2004,27.3,Asia
1815,Cyprus,Female,2005,27.3,Asia
1816,Cyprus,Female,2006,27.7,Asia
1817,Malta,Male,1990,27.2,Europe
1818,Malta,Male,1991,27.6,Europe
1819,Malta,Male,1992,27.7,Europe
1820,Malta,Male,1993,27.5,Europe
1821,Malta,Male,1994,27.7,Europe
1822,Malta,Male,1995,28.1,Europe
1823,Malta,Male,1996,27.9,Europe
1824,Malta,Male,2003,29.3,Europe
1825,Malta,Male,2004,29.7,Europe
1826,Malta,Male,2006,30.4,Europe
1827,Malta,Male,2007,30.2,Europe
1828,Malta,Male,2008,30.8,Europe
1829,Malta,Male,2009,31.1,Europe
1830,Malta,Male,2010,31.3,Europe
1831,Malta,Male,2011,31.6,Europe
1832,Malta,Female,1990,24.6,Europe
1833,Malta,Female,1991,24.9,Europe
1834,Malta,Female,1992,25.1,Europe
1835,Malta,Female,1993,25.0,Europe
1836,Malta,Female,1994,25.3,Europe
1837,Malta,Female,1995,25.6,Europe
1838,Malta,Female,1996,25.6,Europe
1839,Malta,Female,2003,26.8,Europe
1840,Malta,Female,2004,27.3,Europe
1841,Malta,Female,2006,27.8,Europe
1842,Malta,Female,2007,28.1,Europe
1843,Malta,Female,2008,28.5,Europe
1844,Malta,Female,2009,28.7,Europe
1845,Malta,Female,2010,28.6,Europe
1846,Malta,Female,2011,29.2,Europe
1847,Romania,Male,1990,25.6,Europe
1848,Romania,Male,1991,25.6,Europe
1849,Romania,Male,1992,25.7,Europe
1850,Romania,Male,1993,25.8,Europe
1851,Romania,Male,1994,26.0,Europe
1852,Romania,Male,1995,26.5,Europe
1853,Romania,Male,1996,26.5,Europe
1854,Romania,Male,1997,26.6,Europe
1855,Romania,Male,1998,26.9,Europe
1856,Romania,Male,1999,27.0,Europe
1857,Romania,Male,2000,27.3,Europe
1858,Romania,Male,2001,27.6,Europe
1859,Romania,Male,2002,27.7,Europe
1860,Romania,Male,2003,28.0,Europe
1861,Romania,Male,2004,28.7,Europe
1862,Romania,Male,2005,28.8,Europe
1863,Romania,Male,2006,28.8,Europe
1864,Romania,Male,2007,30.0,Europe
1865,Romania,Male,2008,29.1,Europe
1866,Romania,Male,2009,28.9,Europe
1867,Romania,Male,2010,29.0,Europe
1868,Romania,Male,2011,29.2,Europe
1869,Romania,Male,2013,29.7,Europe
1870,Romania,Male,2014,30.2,Europe
1871,Romania,Male,2015,30.3,Europe
1872,Romania,Male,2016,30.4,Europe
1873,Romania,Male,2017,31.0,Europe
1874,Romania,Female,1990,22.4,Europe
1875,Romania,Female,1991,22.3,Europe
1876,Romania,Female,1992,22.4,Europe
1877,Romania,Female,1993,22.5,Europe
1878,Romania,Female,1994,22.7,Europe
1879,Romania,Female,1995,23.1,Europe
1880,Romania,Female,1996,23.1,Europe
1881,Romania,Female,1997,23.2,Europe
1882,Romania,Female,1998,23.4,Europe
1883,Romania,Female,1999,23.4,Europe
1884,Romania,Female,2000,23.7,Europe
1885,Romania,Female,2001,23.9,Europe
1886,Romania,Female,2002,24.1,Europe
1887,Romania,Female,2003,24.4,Europe
1888,Romania,Female,2004,25.0,Europe
1889,Romania,Female,2005,25.1,Europe
1890,Romania,Female,2006,25.2,Europe
1891,Romania,Female,2007,26.2,Europe
1892,Romania,Female,2008,25.6,Europe
1893,Romania,Female,2009,25.5,Europe
1894,Romania,Female,2010,25.6,Europe
1895,Romania,Female,2011,25.8,Europe
1896,Romania,Female,2013,26.3,Europe
1897,Romania,Female,2014,26.7,Europe
1898,Romania,Female,2015,26.8,Europe
1899,Romania,Female,2016,27.0,Europe
1900,Romania,Female,2017,27.5,Europe
